dataset,target_key,target_family,target_column,target_label,unit,baseline,baseline_display_name,validation_design,repeat,prediction_rows,publication_count,source_seen_fraction,fallback_fraction,mae,median_absolute_error,rmse,bias,r2,pearson_r,calibration_intercept,calibration_slope,macro_publication_mae,macro_publication_rmse,macro_publication_absolute_bias,publication_mean_mae,publication_mean_rmse,publication_mean_r2,publication_mean_pearson_r
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,global_training_median,Global training median,random_rowwise,2,286,54,0.9615384615384616,0.0,328.8809695804196,299.89,415.3044959860738,-44.79252132867132,-0.013668859156057422,-0.023405548929434698,1383.4126370920726,-0.9058144054652214,338.92217628600815,358.7026231446307,330.62467782921806,330.62467782921806,381.5031979741054,-0.013819131187252864,-0.059943702977277316
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,global_training_median,Global training median,random_rowwise,3,286,54,0.9475524475524476,0.0,332.2727828671329,305.255,419.32085213584537,-42.68023391608392,-0.03336978456031958,-0.14350884866325198,2315.1686018384194,-2.225676682525821,343.69647118967447,364.2885911910898,336.3362194612794,336.33621946127954,386.80208447784645,-0.042177585340888335,-0.2729981780870976
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,global_training_median,Global training median,random_rowwise,4,286,54,0.9545454545454546,0.0,332.0941416083916,307.00509999999997,418.5820745973261,-40.88647797202796,-0.029731721441520476,-0.11605100836404394,1977.2243250866197,-1.7415484809611879,342.8308045482604,362.4835172557477,335.31206936307524,335.31206936307524,385.4039338904894,-0.03465700685083695,-0.23217681527255554
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,global_training_median,Global training median,random_rowwise,5,286,54,0.9755244755244755,0.0,331.66396468531474,304.97,418.3771604170846,-39.45920874125875,-0.028723771049490088,-0.13318602227849405,2318.7899465210185,-2.2206639484891135,343.72467441545086,363.6247129154736,335.8160207323233,335.8160207323233,384.98218756561687,-0.032393801955551416,-0.22084739588661892
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,leave_one_publication_out,1,286,54,0.0,1.0,338.83109688192036,319.7988295373666,422.43939895211724,-3.1407498414882484,-0.048797567555594945,-0.8013120750055488,20716.51299185689,-26.839086585719524,357.1348389067964,376.04117786255404,350.2517366446578,350.2517366446578,395.3858120012437,-0.08894583660606825,-0.8011032761027402
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,1,286,54,0.0,1.0,330.45622336078463,320.1854260926607,415.16311029993005,0.029577648722606428,-0.012978792599960709,-0.1522000296016219,3746.6790956136565,-4.014267671850132,351.46360742774465,370.2514763403329,344.78445419699165,344.78445419699176,389.24052037527554,-0.055358969720422646,-0.03053965293100963
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,2,286,54,0.0,1.0,337.1622859307053,321.54999999999995,421.68945401350294,0.008878575712499257,-0.045077070520162854,-0.2837704531066079,3748.9803808441216,-4.017458801988379,357.5347317961435,376.5686355040613,350.97950028239575,350.97950028239575,395.8445165196961,-0.09147397043868821,-0.2214149092733616
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,3,286,54,0.0,1.0,331.32582796932246,324.60986885964894,418.08213982054355,0.03244497807211135,-0.027273463891421823,-0.2206743507687194,3747.736416845821,-4.015667288592641,351.89367942715734,371.111821562071,345.7705855929246,345.7705855929246,392.04396640950773,-0.07061584226378614,-0.13643954100461517
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,4,286,54,0.0,1.0,338.1937078868213,316.12726593886464,424.2580820646394,0.10237106785990631,-0.057847558429058976,-0.3210762193817281,3742.8475231264238,-4.008749296082438,356.10396957306534,374.92982983746674,349.9426295768532,349.9426295768532,395.31596310739127,-0.08856112404778416,-0.173052204712605
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,5,286,54,0.0,1.0,343.26002200595315,329.53499999999997,428.92418859870656,0.04931709750828075,-0.08124451191375726,-0.3808938995883993,3748.118707172955,-4.016088227004624,359.6324524855859,378.2240368719594,353.3320855358921,353.3320855358921,398.9241522920347,-0.10852317848800785,-0.21360551210905054
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,1,286,54,0.9475524475524476,0.05244755244755245,130.69845879170137,56.71381746031733,227.04723089373795,14.946531854964158,0.697033047492506,0.8363741399359248,15.067795752105406,0.9606176565464121,168.16862965217763,181.7758175153152,80.14567666202483,80.14567666202483,190.46044682840923,0.7473183440357276,0.8686489096403132
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,2,286,54,0.9615384615384616,0.038461538461538464,124.82351149738582,53.77923076923081,219.9623969084333,5.305712249412756,0.7156457482316474,0.8467163978882998,23.27422766843431,0.9620192906861583,161.64189136973982,176.75931072402707,72.6350757715212,72.6350757715212,171.68463346973365,0.794682027050387,0.8932960394061196
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,3,286,54,0.9475524475524476,0.05244755244755245,123.58950371810188,53.304999999999836,226.15690535792064,8.85016476684268,0.6994044514155542,0.8386777670621455,41.07022919322477,0.9339703647535926,157.1394240486484,173.12738728040665,74.35099662183761,74.35099662183761,180.2719999176009,0.7736290621013079,0.8819208494169423
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,4,286,54,0.9545454545454546,0.045454545454545456,123.92777045097267,52.70374999999998,222.51239737089455,3.671404409474335,0.7090145557447489,0.8432393125917998,33.772231936726385,0.9501317601882986,161.19370022252284,176.37592548782774,84.28783371665904,84.28783371665907,195.85717534897992,0.7327959168506668,0.856372910452482
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,5,286,54,0.9755244755244755,0.024475524475524476,121.13770249617319,54.94332142857132,216.36599591375636,3.104804574357458,0.7248681581709745,0.8534949347120636,45.71731112932127,0.9349285532227638,151.35153399426352,164.68505271083328,58.10515969329258,58.10515969329257,156.2182559667698,0.8300083119017144,0.9114065954471683
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_mean,Global training mean,leave_one_publication_out,1,286,54,0.0,0.0,0.7692280236902227,0.7111169408327619,1.0906461535525047,0.008662002187197527,-0.053045688280462855,-0.7002550203005674,35.23280329543789,-18.99846161289183,0.7883968329544613,0.820776019968389,0.723186456672662,0.723186456672662,1.1224051728224225,-0.03291597622842901,-0.7141788125529441
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_mean,Global training mean,publication_grouped,1,286,54,0.0,0.0,0.787952135616938,0.7390317073170731,1.1043831518660594,0.0002466747159758528,-0.07973956422800454,-0.3771340540199986,8.789695865601448,-4.011959853661374,0.814065420710467,0.8453711548300507,0.7511027738235792,0.751102773823579,1.1361342285212803,-0.058339398681502175,-0.26132777426807735
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_mean,Global training mean,publication_grouped,2,286,54,0.0,0.0,0.7765260140316592,0.7206296236952466,1.095906615891947,0.0004602005833959112,-0.06322839765722521,-0.33494981183808814,8.757534542840284,-3.9931355389594767,0.7938982040672969,0.8251164423373382,0.7284355163425689,0.7284355163425688,1.1217156752433866,-0.03164731793853193,-0.13860016343218348
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_mean,Global training mean,publication_grouped,3,286,54,0.0,0.0,0.784815525553643,0.7650313200248172,1.1012320678856937,0.00044468209454842585,-0.07358681523650756,-0.36158798736598774,8.76590134675177,-3.9979410191317766,0.7946409021327637,0.8266518445685306,0.7287030890397922,0.7287030890397921,1.117476786965604,-0.023864998209798927,-0.07942389032962113
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_mean,Global training mean,publication_grouped,4,286,54,0.0,0.0,0.7584498868493669,0.6442265666839633,1.0868011285660781,0.00048368862051044334,-0.04563384401279125,-0.28404638458885734,8.735098888687507,-3.9802911527998526,0.7828662335932388,0.8151245903668451,0.7153841677700037,0.7153841677700037,1.1218499465865515,-0.03189431272463272,-0.194464660691589
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_mean,Global training mean,publication_grouped,5,286,54,0.0,0.0,0.7514386287484909,0.6383033302062364,1.0864663694380186,0.0003795135901997041,-0.04498978585844626,-0.2825826667809278,8.75909559085098,-3.994209268274512,0.7762784518894769,0.8102742344005073,0.7058186208195096,0.7058186208195096,1.126026611895233,-0.03959213374282178,-0.2511471199337746
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_mean,Global training mean,random_rowwise,1,286,54,0.9475524475524476,0.0,0.7476457433337643,0.6988656570408336,1.0673843508648904,-8.096828389337252e-05,-0.008605036784931963,-0.12388984944133109,8.788397085972605,-4.011968813592376,0.778262328630975,0.8120602866011112,0.7142671016026578,0.7142671016026578,1.1101889277829533,-0.010553845402875073,-0.26463869101374604
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_mean,Global training mean,random_rowwise,2,286,54,0.9615384615384616,0.0,0.744928245775653,0.7036666666666667,1.0640400128847514,4.692406545401852e-05,-0.002294598018852456,-0.06396254810332219,8.786376894723196,-4.010524185160876,0.7763546815155015,0.8093238555598157,0.7103812570222808,0.7103812570222808,1.1055389066918324,-0.002106174010542361,-0.021918283905223074
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_mean,Global training mean,random_rowwise,3,286,54,0.9475524475524476,0.0,0.749056407789847,0.6858865719702573,1.0683923078316144,-0.00018308847328154553,-0.010510836672479762,-0.13658799817467762,8.757003352949292,-3.994297619865612,0.7774275893812268,0.8114772911201008,0.7097888979231838,0.7097888979231838,1.107059552567105,-0.004864822524812462,-0.08314594656209254
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_mean,Global training mean,random_rowwise,4,286,54,0.9545454545454546,0.0,0.7475259358134841,0.68122496725719,1.0705744757392424,0.00011495652229757366,-0.014642944776539268,-0.16158898767108304,8.78738124715285,-4.010941316120673,0.7802331700335086,0.8145215055284126,0.7152877573182159,0.7152877573182159,1.114644171646984,-0.018680926499426764,-0.31695394762633006
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_mean,Global training mean,random_rowwise,5,286,54,0.9755244755244755,0.0,0.7490022523745272,0.6886145238095238,1.067529410146959,-4.5918525450631604e-05,-0.008879197567080332,-0.125914812635221,8.795263914540064,-4.01580468847549,0.7804331921124463,0.8137153104254375,0.7148661758747046,0.7148661758747046,1.109787244676354,-0.00982271043399785,-0.21859004294664547
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_median,Global training median,leave_one_publication_out,1,286,54,0.0,0.0,0.7428144605615141,0.5986470588235295,1.1075443136345628,-0.22936249672866893,-0.08592965577995249,-0.5107988282146962,22.6975335228558,-13.74111157080104,0.7546113787103309,0.7891792281345048,0.7039632390972224,0.7039632390972224,1.1500058183817583,-0.08434067978977566,-0.4566273264126086
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_median,Global training median,publication_grouped,1,286,54,0.0,0.0,0.7563258070868424,0.6069594472633923,1.1188941506447723,-0.2344970943284252,-0.10830036698611689,-0.32402471189996696,7.77819834880201,-3.9660660697077406,0.7721797313936193,0.8071767236271058,0.725296493543572,0.725296493543572,1.1574884328513844,-0.09849730298954684,-0.16849915964192455
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_median,Global training median,publication_grouped,2,286,54,0.0,0.0,0.7388395954673233,0.5969077595406398,1.1063528692681517,-0.22278922576878718,-0.08359452780955157,-0.27668114515935915,8.349674223786723,-4.309060741054764,0.7529259706719453,0.7873531966778939,0.7017252850439039,0.7017252850439039,1.1426205370584614,-0.07045823357393588,-0.050520365151325804
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_median,Global training median,publication_grouped,3,286,54,0.0,0.0,0.7566928414009163,0.6062852404643451,1.123906169859908,-0.24058231295523258,-0.11825173545086032,-0.35070697910318394,7.9819604519170495,-4.116695170776067,0.7628163618750234,0.7970804827439368,0.7134585287021559,0.7134585287021559,1.1525219796043362,-0.0890908483699746,-0.07890223091090746
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_median,Global training median,publication_grouped,4,286,54,0.0,0.0,0.7327650524117592,0.5416289213047691,1.0990615422610324,-0.2336057215747715,-0.06935891213688161,-0.15648486078279272,5.933255577217089,-2.749914978002532,0.7415319864308763,0.7748551336014761,0.6889728695772654,0.6889728695772654,1.1435556400069997,-0.07221104339106588,-0.04909429531419629
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_median,Global training median,publication_grouped,5,286,54,0.0,0.0,0.7401046297733409,0.5931473309598905,1.0968947450032716,-0.23603241621340437,-0.06514659134032597,-0.08303493406993916,3.6147611365834935,-1.226488745500272,0.74658504054941,0.779856905173579,0.6933223653642236,0.6933223653642235,1.1359705961804256,-0.05803456483738234,0.08949947962914595
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_median,Global training median,random_rowwise,1,286,54,0.9475524475524476,0.0,0.7181514016319568,0.5311190476190476,1.0894162808799732,-0.2355447435833207,-0.05067208270572898,-0.02868910443042001,3.921993145686752,-1.4284870765707127,0.7436179511023795,0.7782067453660458,0.6918729577040552,0.6918729577040552,1.1397054638510469,-0.06500325788541383,-0.0322628620230122
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_median,Global training median,random_rowwise,2,286,54,0.9615384615384616,0.0,0.7185514233953734,0.5378190476190478,1.0895162015162223,-0.23900141563519867,-0.050864825625701604,0.00366945038459768,1.4922508561888652,0.17252434646693837,0.742821266044976,0.7771833308247906,0.6896432120906897,0.6896432120906897,1.138995419104612,-0.06367666178993026,0.13242138664952063
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_median,Global training median,random_rowwise,3,286,54,0.9475524475524476,0.0,0.7193840539278905,0.5419757418397628,1.0925988144524743,-0.23722973500672057,-0.05681974800022194,-0.12983092852978415,9.750604120856199,-5.27400069457807,0.7427845589555688,0.7783352953618453,0.6900871058565572,0.6900871058565573,1.1412536501978878,-0.06789864348109709,-0.08926915521322629
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_median,Global training median,random_rowwise,4,286,54,0.9545454545454546,0.0,0.7181799493397188,0.5378190476190478,1.091075167171313,-0.23688292153934495,-0.05387429762131135,-0.10147002191880532,9.886392988907508,-5.3623259817721465,0.7436652290049367,0.7784756329413407,0.6915998012371438,0.6915998012371438,1.1424303112779475,-0.07010183913479895,-0.21416787355711725
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,global_training_median,Global training median,random_rowwise,5,286,54,0.9755244755244755,0.0,0.7233669164588982,0.5311190476190476,1.0946491268744427,-0.23620915879138724,-0.06078981219732049,-0.1246135944959453,6.543644854191787,-3.156909760746132,0.7488391234976173,0.7830923524891047,0.6926110775814948,0.6926110775814948,1.1453509603380634,-0.07558031246934283,-0.21565498864173852
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,source_training_mean_with_global_fallback,Source training mean with global fallback,leave_one_publication_out,1,286,54,0.0,1.0,0.7692280236902227,0.7111169408327619,1.0906461535525047,0.008662002187197527,-0.053045688280462855,-0.7002550203005674,35.23280329543789,-18.99846161289183,0.7883968329544613,0.820776019968389,0.723186456672662,0.723186456672662,1.1224051728224225,-0.03291597622842901,-0.7141788125529441
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,1,286,54,0.0,1.0,0.787952135616938,0.7390317073170731,1.1043831518660594,0.0002466747159758528,-0.07973956422800454,-0.3771340540199986,8.789695865601448,-4.011959853661374,0.814065420710467,0.8453711548300507,0.7511027738235792,0.751102773823579,1.1361342285212803,-0.058339398681502175,-0.26132777426807735
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,2,286,54,0.0,1.0,0.7765260140316592,0.7206296236952466,1.095906615891947,0.0004602005833959112,-0.06322839765722521,-0.33494981183808814,8.757534542840284,-3.9931355389594767,0.7938982040672969,0.8251164423373382,0.7284355163425689,0.7284355163425688,1.1217156752433866,-0.03164731793853193,-0.13860016343218348
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,3,286,54,0.0,1.0,0.784815525553643,0.7650313200248172,1.1012320678856937,0.00044468209454842585,-0.07358681523650756,-0.36158798736598774,8.76590134675177,-3.9979410191317766,0.7946409021327637,0.8266518445685306,0.7287030890397922,0.7287030890397921,1.117476786965604,-0.023864998209798927,-0.07942389032962113
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,4,286,54,0.0,1.0,0.7584498868493669,0.6442265666839633,1.0868011285660781,0.00048368862051044334,-0.04563384401279125,-0.28404638458885734,8.735098888687507,-3.9802911527998526,0.7828662335932388,0.8151245903668451,0.7153841677700037,0.7153841677700037,1.1218499465865515,-0.03189431272463272,-0.194464660691589
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,5,286,54,0.0,1.0,0.7514386287484909,0.6383033302062364,1.0864663694380186,0.0003795135901997041,-0.04498978585844626,-0.2825826667809278,8.75909559085098,-3.994209268274512,0.7762784518894769,0.8102742344005073,0.7058186208195096,0.7058186208195096,1.126026611895233,-0.03959213374282178,-0.2511471199337746
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,1,286,54,0.9475524475524476,0.05244755244755245,0.30436593442977794,0.1474396117216119,0.5127324875771069,0.029112498741197774,0.7672652989477662,0.8774323570449493,0.05465905370077336,0.9530075365493651,0.3846755880493813,0.4145746505570158,0.13855789016028344,0.13855789016028341,0.3380617165038054,0.9062961014313137,0.9544768473595552
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,2,286,54,0.9615384615384616,0.038461538461538464,0.2853764490845781,0.13440064102564098,0.49502538024845133,0.005510146082480179,0.7830626142831381,0.8859988630528609,0.07706608087006564,0.9530565359830852,0.3559011415945416,0.3930962228415084,0.10827870514533042,0.10827870514533042,0.2797014796227932,0.9358561234246949,0.9683373210187062
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,3,286,54,0.9475524475524476,0.05244755244755245,0.29147250795048485,0.1331199999999999,0.49667122380581497,0.021536804298662025,0.7816176841505,0.8857217818257168,0.07285989629344858,0.9468212653214619,0.3618379940972406,0.40052774611976116,0.13769417191967084,0.1376941719196709,0.31911119598662063,0.9165070590408085,0.9588262494307895
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,4,286,54,0.9545454545454546,0.045454545454545456,0.30558132013832856,0.14469783973875922,0.6415126828460783,-0.024990922025907487,0.6356741692022222,0.7989558824232225,0.11883013516527943,0.9457123638544761,0.4136520716809581,0.45292666045613594,0.22473284405075467,0.22473284405075467,0.7890577409627372,0.48951469457432195,0.702093281234609
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,5,286,54,0.9755244755244755,0.024475524475524476,0.2902559214435596,0.1392433333333334,0.49933468648895,0.006507386386064462,0.779269198007124,0.8844902653370535,0.09639147207605443,0.9415365398208677,0.3620041883770718,0.39363947989057935,0.09944559814576968,0.09944559814576971,0.27295056121513916,0.93891512931231,0.9694529865249248
