dataset,target_family,target_key,feature_set,validation_design,model_key,selected_candidate_id,selected_parameters_json,selected_count,mean_inner_macro_mae,mean_outer_macro_mae
filament_diameter,raw_outcome,filament_diameter,full_retrospective,leave_one_publication_out,random_forest,random_forest_04,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 300}",23,271.39510094316444,279.42396102522997
filament_diameter,raw_outcome,filament_diameter,full_retrospective,leave_one_publication_out,random_forest,random_forest_05,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",2,264.2978139300204,312.57232538862377
filament_diameter,raw_outcome,filament_diameter,full_retrospective,leave_one_publication_out,random_forest,random_forest_06,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",5,285.2003532644928,269.51334686150784
filament_diameter,raw_outcome,filament_diameter,full_retrospective,leave_one_publication_out,rbf_svr,rbf_svr_09,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": ""scale""}",15,295.1967703333969,254.09923486412134
filament_diameter,raw_outcome,filament_diameter,full_retrospective,leave_one_publication_out,rbf_svr,rbf_svr_10,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": 0.01}",8,289.46169245942036,417.6427531398779
filament_diameter,raw_outcome,filament_diameter,full_retrospective,leave_one_publication_out,rbf_svr,rbf_svr_11,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": ""scale""}",18,298.0001424338534,267.9311229101373
filament_diameter,raw_outcome,filament_diameter,full_retrospective,leave_one_publication_out,rbf_svr,rbf_svr_12,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": 0.01}",13,293.48073354210976,292.58375616691023
filament_diameter,raw_outcome,filament_diameter,full_retrospective,leave_one_publication_out,ridge,ridge_01,"{""alpha"": 100.0}",39,511.6165361245903,691.8885700941869
filament_diameter,raw_outcome,filament_diameter,full_retrospective,leave_one_publication_out,ridge,ridge_02,"{""alpha"": 10.0}",8,529.2941986639748,321.3528131119507
filament_diameter,raw_outcome,filament_diameter,full_retrospective,leave_one_publication_out,ridge,ridge_03,"{""alpha"": 1.0}",5,686.2128290345149,377.0385439994383
filament_diameter,raw_outcome,filament_diameter,full_retrospective,leave_one_publication_out,ridge,ridge_04,"{""alpha"": 0.1}",1,1366.4825699247822,561.6839414008774
filament_diameter,raw_outcome,filament_diameter,full_retrospective,leave_one_publication_out,ridge,ridge_05,"{""alpha"": 0.01}",1,562.5661153303001,192.3434462306797
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,elastic_net,elastic_net_01,"{""alpha"": 1.0, ""l1_ratio"": 0.9}",3,462.97310976827663,289.05539756357655
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,elastic_net,elastic_net_02,"{""alpha"": 1.0, ""l1_ratio"": 0.5}",2,466.7618049292089,453.7805529754353
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,elastic_net,elastic_net_03,"{""alpha"": 1.0, ""l1_ratio"": 0.1}",18,781.5595270266087,546.2246483312466
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,elastic_net,elastic_net_07,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",1,1316.9571954658134,525.4929538135835
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,elastic_net,elastic_net_09,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",1,612.4362197235897,279.8487820194479
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,random_forest,random_forest_01,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",1,300.72375288259184,236.4052258025639
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,random_forest,random_forest_02,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300}",2,273.90475601818673,308.06420739210444
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,random_forest,random_forest_03,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",4,262.3756095035484,262.6647907236902
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,random_forest,random_forest_04,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 300}",11,270.9152279784905,275.0067950556961
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,random_forest,random_forest_05,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",4,239.6905679722249,317.087434724564
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,random_forest,random_forest_06,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",3,267.1977974233452,282.30059997125426
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,rbf_svr,rbf_svr_09,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": ""scale""}",11,294.8237021598024,305.16050637522966
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,rbf_svr,rbf_svr_10,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": 0.01}",3,293.97707886651693,337.4990840930055
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,rbf_svr,rbf_svr_11,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": ""scale""}",6,304.5490172449778,267.0179119658816
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,rbf_svr,rbf_svr_12,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": 0.01}",5,296.15018403498544,285.81549382190803
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,ridge,ridge_01,"{""alpha"": 100.0}",19,700.7216755423291,473.0169145644269
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,ridge,ridge_02,"{""alpha"": 10.0}",3,479.30247830414277,983.9080799148604
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,ridge,ridge_03,"{""alpha"": 1.0}",1,660.6398609317265,321.7185361322979
filament_diameter,raw_outcome,filament_diameter,full_retrospective,publication_grouped,ridge,ridge_04,"{""alpha"": 0.1}",2,2933.784326204506,1774.7801750417211
filament_diameter,raw_outcome,filament_diameter,full_retrospective,random_rowwise,elastic_net,elastic_net_01,"{""alpha"": 1.0, ""l1_ratio"": 0.9}",1,180.17417658116864,187.62523390261453
filament_diameter,raw_outcome,filament_diameter,full_retrospective,random_rowwise,elastic_net,elastic_net_04,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",6,183.86898063656045,156.75261432838056
filament_diameter,raw_outcome,filament_diameter,full_retrospective,random_rowwise,elastic_net,elastic_net_05,"{""alpha"": 0.1, ""l1_ratio"": 0.5}",5,187.65969678510646,179.54542505362144
filament_diameter,raw_outcome,filament_diameter,full_retrospective,random_rowwise,elastic_net,elastic_net_06,"{""alpha"": 0.1, ""l1_ratio"": 0.1}",2,188.83787250779963,201.77620323078997
filament_diameter,raw_outcome,filament_diameter,full_retrospective,random_rowwise,elastic_net,elastic_net_07,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",3,178.31931567320478,175.9253380805341
filament_diameter,raw_outcome,filament_diameter,full_retrospective,random_rowwise,elastic_net,elastic_net_08,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",7,172.39510422712624,182.50583930101655
filament_diameter,raw_outcome,filament_diameter,full_retrospective,random_rowwise,elastic_net,elastic_net_09,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",1,176.37096538819,172.87362424219563
filament_diameter,raw_outcome,filament_diameter,full_retrospective,random_rowwise,random_forest,random_forest_03,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",13,129.08578208303197,111.20260125477215
filament_diameter,raw_outcome,filament_diameter,full_retrospective,random_rowwise,random_forest,random_forest_05,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",12,127.79336722163237,113.68055525274485
filament_diameter,raw_outcome,filament_diameter,full_retrospective,random_rowwise,rbf_svr,rbf_svr_09,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": ""scale""}",15,207.80104059782386,186.37935836412012
filament_diameter,raw_outcome,filament_diameter,full_retrospective,random_rowwise,rbf_svr,rbf_svr_11,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": ""scale""}",10,204.02480580874155,191.2342976936089
filament_diameter,raw_outcome,filament_diameter,full_retrospective,random_rowwise,ridge,ridge_02,"{""alpha"": 10.0}",11,188.19097181760347,177.5242024618374
filament_diameter,raw_outcome,filament_diameter,full_retrospective,random_rowwise,ridge,ridge_03,"{""alpha"": 1.0}",13,177.11483617109712,177.59779953808876
filament_diameter,raw_outcome,filament_diameter,full_retrospective,random_rowwise,ridge,ridge_04,"{""alpha"": 0.1}",1,167.8247360619794,198.1375761845539
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,elastic_net,elastic_net_01,"{""alpha"": 1.0, ""l1_ratio"": 0.9}",2,421.49662181259566,334.33060111253724
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,elastic_net,elastic_net_02,"{""alpha"": 1.0, ""l1_ratio"": 0.5}",2,357.90073894659406,1137.6893508077949
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,elastic_net,elastic_net_03,"{""alpha"": 1.0, ""l1_ratio"": 0.1}",47,397.58042649914313,336.4935119412469
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,elastic_net,elastic_net_05,"{""alpha"": 0.1, ""l1_ratio"": 0.5}",1,359.6952694809383,806.8669745172192
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,elastic_net,elastic_net_07,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",1,2142.2392158644225,881.978789086197
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,elastic_net,elastic_net_08,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",1,1320.8996362480252,339.4148662899103
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,random_forest,random_forest_01,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",3,284.83495508735615,353.6957145424674
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,random_forest,random_forest_02,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300}",5,296.8807030468471,318.590126231444
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,random_forest,random_forest_03,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",9,274.17320842545945,427.74648432111667
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,random_forest,random_forest_04,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 300}",16,280.2460403598968,222.57375681415596
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,random_forest,random_forest_05,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",9,272.5894637747085,289.15759240820694
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,random_forest,random_forest_06,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",12,284.34700471017413,268.00738533812813
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,rbf_svr,rbf_svr_09,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": ""scale""}",17,306.93681716146114,235.70803479176817
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,rbf_svr,rbf_svr_10,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": 0.01}",12,300.7514858510231,356.9849226482974
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,rbf_svr,rbf_svr_11,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": ""scale""}",16,298.7998645965316,321.5382391361214
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,rbf_svr,rbf_svr_12,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": 0.01}",9,301.34683451753455,341.24695546451085
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,ridge,ridge_01,"{""alpha"": 100.0}",50,427.2382486101757,401.9542275265278
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,ridge,ridge_02,"{""alpha"": 10.0}",2,396.43577636033814,600.5266369646224
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,ridge,ridge_03,"{""alpha"": 1.0}",1,1308.9874446621857,360.4514057036312
filament_diameter,raw_outcome,filament_diameter,prospective_design,leave_one_publication_out,ridge,ridge_05,"{""alpha"": 0.01}",1,869.05571973174,969.0120823940124
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,elastic_net,elastic_net_01,"{""alpha"": 1.0, ""l1_ratio"": 0.9}",2,410.3832501677639,309.5678527739266
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,elastic_net,elastic_net_02,"{""alpha"": 1.0, ""l1_ratio"": 0.5}",1,434.49729355879066,222.85587491955545
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,elastic_net,elastic_net_03,"{""alpha"": 1.0, ""l1_ratio"": 0.1}",19,513.4057735484814,378.98776472845924
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,elastic_net,elastic_net_07,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",2,1290.8482570902306,1140.7476545883278
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,elastic_net,elastic_net_08,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",1,395.55048083596097,418.0188963442821
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,random_forest,random_forest_02,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300}",3,293.8690161709378,278.372379286735
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,random_forest,random_forest_03,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",4,284.68117978578596,262.0817234115153
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,random_forest,random_forest_04,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 300}",8,274.8558273172469,290.1725496247174
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,random_forest,random_forest_05,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",6,252.62327965040413,317.21506530124276
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,random_forest,random_forest_06,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",4,266.79154813808015,294.6201589749341
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,rbf_svr,rbf_svr_09,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": ""scale""}",8,305.5282459097308,298.48074677140613
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,rbf_svr,rbf_svr_10,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": 0.01}",4,305.6217006054629,324.6191458444006
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,rbf_svr,rbf_svr_11,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": ""scale""}",10,301.1642436389839,305.7433348296092
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,rbf_svr,rbf_svr_12,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": 0.01}",3,300.02023387794395,292.8661293834313
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,ridge,ridge_01,"{""alpha"": 100.0}",20,573.2385274553498,403.65501924090756
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,ridge,ridge_02,"{""alpha"": 10.0}",2,435.7568845477713,354.8897635499176
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,ridge,ridge_03,"{""alpha"": 1.0}",1,396.5451225942719,420.6663523662706
filament_diameter,raw_outcome,filament_diameter,prospective_design,publication_grouped,ridge,ridge_04,"{""alpha"": 0.1}",2,749.9460082363173,1036.690778253195
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,elastic_net,elastic_net_01,"{""alpha"": 1.0, ""l1_ratio"": 0.9}",3,231.0065015520988,208.77717247457792
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,elastic_net,elastic_net_04,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",9,200.9715591605721,198.39964756697808
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,elastic_net,elastic_net_06,"{""alpha"": 0.1, ""l1_ratio"": 0.1}",1,196.1169177418644,205.98245977980707
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,elastic_net,elastic_net_07,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",3,205.63287540541106,185.85524474565125
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,elastic_net,elastic_net_08,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",5,209.1577625283462,184.78337539413747
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,elastic_net,elastic_net_09,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",4,200.88022745168485,211.26896854276697
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,random_forest,random_forest_03,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",8,135.7543720159051,112.30151923183934
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,random_forest,random_forest_05,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",13,130.73294568359407,120.78375131194267
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,random_forest,random_forest_06,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",4,125.75367078997861,121.32773770816058
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,rbf_svr,rbf_svr_09,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": ""scale""}",16,210.0805817260514,200.24631702321778
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,rbf_svr,rbf_svr_11,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": ""scale""}",9,214.62522740732763,184.6893744528998
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,ridge,ridge_01,"{""alpha"": 100.0}",2,253.69043216230793,220.0875828032454
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,ridge,ridge_02,"{""alpha"": 10.0}",4,197.13851161649816,198.63489356803478
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,ridge,ridge_03,"{""alpha"": 1.0}",17,204.45056156763067,202.99924376805285
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,ridge,ridge_04,"{""alpha"": 0.1}",1,220.5383278320265,175.36987987774876
filament_diameter,raw_outcome,filament_diameter,prospective_design,random_rowwise,ridge,ridge_05,"{""alpha"": 0.01}",1,201.34690217025863,190.10473158177595
